year,cement_co2,co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2
1880-01-01,0.0,853.705,838.34,256.3095555555556,1814.698707142857,3100.721,15.364,82.06957627118645
1880-02-01,0.0,856.0966666666667,840.5751666666667,256.3095555555556,1814.698707142857,3100.4055,15.5205,82.06957627118645
1880-03-01,0.0,858.4883333333333,842.8103333333333,256.3095555555556,1814.698707142857,3100.09,15.677000000000001,82.06957627118645
1880-04-01,0.0,860.88,845.0455000000001,256.3095555555556,1814.698707142857,3099.7745,15.8335,82.06957627118645
1880-05-01,0.0,863.2716666666666,847.2806666666667,256.3095555555556,1814.698707142857,3099.459,15.99,82.06957627118645
1880-06-01,0.0,865.6633333333333,849.5158333333334,256.3095555555556,1814.698707142857,3099.1435,16.1465,82.06957627118645
1880-07-01,0.0,868.0550000000001,851.751,256.3095555555556,1814.698707142857,3098.828,16.303,82.06957627118645
1880-08-01,0.0,870.4466666666667,853.9861666666667,256.3095555555556,1814.698707142857,3098.5125,16.459500000000002,82.06957627118645
1880-09-01,0.0,872.8383333333334,856.2213333333334,256.3095555555556,1814.698707142857,3098.197,16.616,82.06957627118645
1880-10-01,0.0,875.23,858.4565,256.3095555555556,1814.698707142857,3097.8815,16.7725,82.06957627118645
1880-11-01,0.0,877.6216666666667,860.6916666666667,256.3095555555556,1814.698707142857,3097.566,16.929000000000002,82.06957627118645
1880-12-01,0.0,880.0133333333333,862.9268333333333,256.3095555555556,1814.698707142857,3097.2505,17.0855,82.06957627118645
1881-01-01,0.0,882.405,865.162,256.3095555555556,1814.698707142857,3096.935,17.242,82.06957627118645
1881-02-01,0.0,886.5314166666667,869.1332500000001,256.3095555555556,1663.4875648809523,3102.1765,17.38341666666667,82.06957627118645
